"","Metabolite",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","FC","Log2FC","log10p","Text","p<0.05","FDR<0.05",">2-fold Change","SigPandFold"
"333","5,6-Dihydro-5,6-dihydroxy-y,y-carotene","value","PCR","RVT",14,29,0.49524423669869,24.890150970115,0.625,0.99974,0.958867455518248,-0.0605966899486414,-0.204119982655925,"</br> 5,6-Dihydro-5,6-dihydroxy-y,y-carotene </br>pvalue:  0.625 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"334","5,7-Megastigmadien-9-olglucoside","value","PCR","RVT",14,29,-1.02287614587124,24.8075602129936,0.316,0.99974,1.02491378044272,0.0355025499652766,-0.500312917381596,"</br> 5,7-Megastigmadien-9-olglucoside </br>pvalue:  0.316 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"335","5-(14-Nonadecenyl)-1,3-benzenediol","value","PCR","RVT",14,29,-0.115885274038643,26.0740038635117,0.909,0.99974,1.01114744054572,0.0159933792736581,-0.0414361167780325,"</br> 5-(14-Nonadecenyl)-1,3-benzenediol </br>pvalue:  0.909 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"336","5-(2,3-Dihydroxy-3-methylbutyl)-4-(3,4-epoxy-4-methylpentanoyl)-3,4-dihydroxy-2-isopentanoyl-2-cyclopenten-1-one","value","PCR","RVT",14,29,-1.56331578655155,31.1849979879499,0.128,0.805403846153846,1.07392395005968,0.102891832470005,-0.892790030352132,"</br> 5-(2,3-Dihydroxy-3-methylbutyl)-4-(3,4-epoxy-4-methylpentanoyl)-3,4-dihydroxy-2-isopentanoyl-2-cyclopenten-1-one </br>pvalue:  0.128 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"337","5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylicacid","value","PCR","RVT",14,29,-0.952270947495511,23.2027814853527,0.351,0.99974,1.02032549599798,0.0290294625413881,-0.454692883534176,"</br> 5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylicacid </br>pvalue:  0.351 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"338","5-(3,4,5-Trihydroxyphenyl)-gamma-valerolactone-3-O-sulphate","value","PCR","RVT",14,29,0.564847338003907,31.3275706540101,0.576,0.99974,0.980103623783593,-0.0289938052355994,-0.239577516576788,"</br> 5-(3,4,5-Trihydroxyphenyl)-gamma-valerolactone-3-O-sulphate </br>pvalue:  0.576 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"339","5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2-bithiophene","value","PCR","RVT",14,29,-0.359041147361255,24.7528784233975,0.723,0.99974,1.01763386671823,0.0252185892307891,-0.140861702705469,"</br> 5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2-bithiophene </br>pvalue:  0.723 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"340","5-Amino-2,3-dihydro-6-(3-hydroxy-4-methoxy-1-oxobutyl)-2,2-dimethyl-4H-1-benzopyran-4-one","value","PCR","RVT",14,29,-0.237137994190124,31.7120589546763,0.814,0.99974,1.01690067154675,0.0241787670367803,-0.0893755951107988,"</br> 5-Amino-2,3-dihydro-6-(3-hydroxy-4-methoxy-1-oxobutyl)-2,2-dimethyl-4H-1-benzopyran-4-one </br>pvalue:  0.814 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"341","5-Aminolevulinicacid","value","PCR","RVT",14,29,-1.1268541982144,34.7902096321498,0.268,0.955324538258575,1.11768451406125,0.160513019817706,-0.571865205971211,"</br> 5-Aminolevulinicacid </br>pvalue:  0.268 </br> FDR:  0.9553",FALSE,FALSE,FALSE,FALSE
"342","5-Butyrylphosphouridine","value","PCR","RVT",14,29,0.779678421336417,28.6122469256307,0.442,0.99974,0.964900426003828,-0.0515480253797419,-0.354577730650908,"</br> 5-Butyrylphosphouridine </br>pvalue:  0.442 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"343","5-Formiminotetrahydrofolicacid","value","PCR","RVT",14,29,-0.181950166956683,23.9519600415144,0.857,0.99974,1.00677302887786,0.00973847279809477,-0.0670191780768018,"</br> 5-Formiminotetrahydrofolicacid </br>pvalue:  0.857 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"344","5-Hexyltetrahydro-2-oxo-3-furancarboxylicacid","value","PCR","RVT",14,29,-2.09999338811827,24.9237013786991,0.046,0.640680412371134,1.06022166190413,0.0843659224281049,-1.33724216831843,"</br> 5-Hexyltetrahydro-2-oxo-3-furancarboxylicacid </br>pvalue:  0.046 </br> FDR:  0.6407",TRUE,FALSE,FALSE,FALSE
"345","5-Hydroxy-2-furoicacid","value","PCR","RVT",14,29,0.367305850002623,29.2687937383077,0.716,0.99974,0.992102035870685,-0.0114395881114975,-0.145086977692144,"</br> 5-Hydroxy-2-furoicacid </br>pvalue:  0.716 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"346","5-Hydroxy-3,3,4,7,8-pentamethoxyflavone","value","PCR","RVT",14,29,-0.790490586354574,29.1368269716816,0.436,0.99974,1.08165671454444,0.113242703595619,-0.360513510731414,"</br> 5-Hydroxy-3,3,4,7,8-pentamethoxyflavone </br>pvalue:  0.436 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"347","5-Hydroxy-3,3,7,8-tetramethoxy-4,5-methylenedioxyflavone","value","PCR","RVT",14,29,0.241941939067289,37.0209572376702,0.81,0.99974,0.999972860093783,-3.9155139444706e-05,-0.0915149811213502,"</br> 5-Hydroxy-3,3,7,8-tetramethoxy-4,5-methylenedioxyflavone </br>pvalue:  0.81 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"348","5-Hydroxy-7-(4-hydroxy-3-methoxyphenyl)-1-phenyl-3-heptanone","value","PCR","RVT",14,29,-2.82975096784694,39.0258855675001,0.00732,0.51338,1.05585815826802,0.0784160391397618,-2.13548891894161,"</br> 5-Hydroxy-7-(4-hydroxy-3-methoxyphenyl)-1-phenyl-3-heptanone </br>pvalue:  0.0073 </br> FDR:  0.5134",TRUE,FALSE,FALSE,FALSE
"349","5-Hydroxymethyl-4-methyluracil","value","PCR","RVT",14,29,-1.72467630275952,39.8501880303558,0.0923,0.779358125,1.08430351806181,0.116768652181323,-1.03479829897409,"</br> 5-Hydroxymethyl-4-methyluracil </br>pvalue:  0.0923 </br> FDR:  0.7794",FALSE,FALSE,FALSE,FALSE
"350","5-Megastigmen-7-yne-3,9-diol9-glucoside","value","PCR","RVT",14,29,-1.49632680325995,36.247418447623,0.143,0.805403846153846,1.07554931465318,0.10507367480701,-0.844663962534938,"</br> 5-Megastigmen-7-yne-3,9-diol9-glucoside </br>pvalue:  0.143 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"351","5-Methoxycanthin-6-one","value","PCR","RVT",14,29,0.520690846756244,31.6461033509021,0.606,0.99974,0.979741428873908,-0.0295270482134338,-0.217527375833714,"</br> 5-Methoxycanthin-6-one </br>pvalue:  0.606 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"352","5-Methoxytryptamine","value","PCR","RVT",14,29,0.509191339877279,38.6104020795272,0.614,0.99974,1.027612155144,0.0392958604177951,-0.211831628858832,"</br> 5-Methoxytryptamine </br>pvalue:  0.614 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"353","5-Methyl-2-thiophenecarboxaldehyde","value","PCR","RVT",14,29,0.927242859092538,40.7307565545739,0.359,0.99974,0.981483694743943,-0.0269637942946919,-0.444905551421681,"</br> 5-Methyl-2-thiophenecarboxaldehyde </br>pvalue:  0.359 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"354","5-Methylangelicin","value","PCR","RVT",14,29,-0.131007217546706,33.1384106446075,0.897,0.99974,1.00540872562234,0.00778211489135207,-0.0472075569559079,"</br> 5-Methylangelicin </br>pvalue:  0.897 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"355","5-Nitro-2-(3-phenylpropylamino)benzoicacid","value","PCR","RVT",14,29,-0.194198629756217,40.9678615691983,0.847,0.99974,1.06812609666773,0.0950819731477839,-0.0721165896692931,"</br> 5-Nitro-2-(3-phenylpropylamino)benzoicacid </br>pvalue:  0.847 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"356","5-O-Desmethylomeprazole","value","PCR","RVT",14,29,0.0809766434223232,23.8765482680795,0.936,0.99974,0.989573756189514,-0.0151208547966963,-0.0287241512618947,"</br> 5-O-Desmethylomeprazole </br>pvalue:  0.936 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"357","5-Phenylvalericacid","value","PCR","RVT",14,29,-0.24642981517077,22.5748575804143,0.808,0.99974,1.00597269726706,0.00859115002223154,-0.0925886392254138,"</br> 5-Phenylvalericacid </br>pvalue:  0.808 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"358","5-Sulfoxymethylfurfural","value","PCR","RVT",14,29,1.31737936035311,30.6120902133325,0.197,0.87837293729373,0.954649642815094,-0.0669567348423373,-0.705533773838407,"</br> 5-Sulfoxymethylfurfural </br>pvalue:  0.197 </br> FDR:  0.8784",FALSE,FALSE,FALSE,FALSE
"359","5-[(4-Hydroxypheny)ethenyl]-2-(3-methyl-1-butenyl)-1,3-benzenediol","value","PCR","RVT",14,29,-0.509266530185066,33.8414001012072,0.614,0.99974,1.22661191827462,0.294678873987989,-0.211831628858832,"</br> 5-[(4-Hydroxypheny)ethenyl]-2-(3-methyl-1-butenyl)-1,3-benzenediol </br>pvalue:  0.614 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"360","5-b-Cholestane-3a,7a,12a-triol","value","PCR","RVT",14,29,-2.17724224810409,37.0870867341344,0.0359,0.591474390243902,1.09757106740747,0.134314356869435,-1.44490555142168,"</br> 5-b-Cholestane-3a,7a,12a-triol </br>pvalue:  0.0359 </br> FDR:  0.5915",TRUE,FALSE,FALSE,FALSE
"361","5a,6a-Epoxy-7E-megastigmene-3a,9e-diol3-glucoside","value","PCR","RVT",14,29,-0.957823878067769,19.0157456291679,0.35,0.99974,1.03148023044565,0.0447161705105421,-0.455931955649724,"</br> 5a,6a-Epoxy-7E-megastigmene-3a,9e-diol3-glucoside </br>pvalue:  0.35 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"362","5a-Androstan-3b-ol","value","PCR","RVT",14,29,-1.05577940887606,40.6771150895748,0.297,0.987016990291262,1.17529682556527,0.233025160782689,-0.527243550682788,"</br> 5a-Androstan-3b-ol </br>pvalue:  0.297 </br> FDR:  0.987",FALSE,FALSE,FALSE,FALSE
"363","5a-Cholestane-3a,7a,12a,25-tetrol","value","PCR","RVT",14,29,-0.650222844946592,33.8260996671756,0.52,0.99974,1.07108554333401,0.0990737069932793,-0.283996656365201,"</br> 5a-Cholestane-3a,7a,12a,25-tetrol </br>pvalue:  0.52 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"364","6,11-dihydroxy-3-(hydroxymethyl)-7-(3,4,5-trihydroxyphenyl)-2λ⁴,8-dioxatricyclo[7.3.1.0⁵,¹³]trideca-1,3,5(13),6,9,11-hexaen-2-ylium","value","PCR","RVT",14,29,-0.35427654032128,39.0960619041048,0.725,0.99974,1.02403273922245,0.0342618402977058,-0.139661993429006,"</br> 6,11-dihydroxy-3-(hydroxymethyl)-7-(3,4,5-trihydroxyphenyl)-2λ⁴,8-dioxatricyclo[7.3.1.0⁵,¹³]trideca-1,3,5(13),6,9,11-hexaen-2-ylium </br>pvalue:  0.725 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"365","6,7-Dimethoxy-7-epirosmanol","value","PCR","RVT",14,29,0.63813477462626,19.1722830396071,0.531,0.99974,0.960634192482708,-0.0579409346075577,-0.274905478918531,"</br> 6,7-Dimethoxy-7-epirosmanol </br>pvalue:  0.531 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"366","6,8a-Seco-6,8a-deoxy-5-oxoavermectin2aaglycone","value","PCR","RVT",14,29,1.25160000939148,20.6479333450624,0.225,0.91558734939759,0.928079181834437,-0.107680196467087,-0.647817481888638,"</br> 6,8a-Seco-6,8a-deoxy-5-oxoavermectin2aaglycone </br>pvalue:  0.225 </br> FDR:  0.9156",FALSE,FALSE,FALSE,FALSE
"367","6-(3-ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylicacid","value","PCR","RVT",14,29,0.261986924861368,26.5560193810119,0.795,0.99974,0.983918918732145,-0.0233886618052467,-0.0996328713435297,"</br> 6-(3-ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylicacid </br>pvalue:  0.795 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"368","6-Acetyl-2,2-dimethyl-2H-1-benzopyran","value","PCR","RVT",14,29,-0.405201638269406,34.1726990787752,0.688,0.99974,1.01732533878343,0.0247811242204728,-0.162411561764489,"</br> 6-Acetyl-2,2-dimethyl-2H-1-benzopyran </br>pvalue:  0.688 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"369","6-Deoxocastasterone","value","PCR","RVT",14,29,-1.12606159751678,40.0708333229563,0.267,0.955324538258575,1.03491154878561,0.0495074695783521,-0.573488738635425,"</br> 6-Deoxocastasterone </br>pvalue:  0.267 </br> FDR:  0.9553",FALSE,FALSE,FALSE,FALSE
"370","6-Deoxodolichosterone","value","PCR","RVT",14,29,0.107168912188079,25.5523337892517,0.915,0.99974,0.987882837943439,-0.0175881453253235,-0.0385789059335517,"</br> 6-Deoxodolichosterone </br>pvalue:  0.915 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"371","6-Deoxohomodolichosterone","value","PCR","RVT",14,29,-0.322361415434623,22.7521010306809,0.75,0.99974,1.01849372721088,0.0264370949335223,-0.1249387366083,"</br> 6-Deoxohomodolichosterone </br>pvalue:  0.75 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"372","6-Epi-7-isocucurbicacidglucoside","value","PCR","RVT",14,29,-0.225199081574617,26.768524438954,0.824,0.99974,1.01220138909313,0.0174963593411043,-0.0840727883028842,"</br> 6-Epi-7-isocucurbicacidglucoside </br>pvalue:  0.824 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"373","6-Ethylchenodeoxycholicacid","value","PCR","RVT",14,29,0.514508518679585,16.4463293606752,0.614,0.99974,0.93223111605102,-0.101240426868578,-0.211831628858832,"</br> 6-Ethylchenodeoxycholicacid </br>pvalue:  0.614 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"374","6-Galloylglucose","value","PCR","RVT",14,29,-0.64056204812242,28.8459947472123,0.527,0.99974,1.02304565598239,0.0328705304103298,-0.278189384787453,"</br> 6-Galloylglucose </br>pvalue:  0.527 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"375","6-Hydroxymelatoninglucuronide","value","PCR","RVT",14,29,-0.239200932723895,36.8559927467932,0.812,0.99974,1.10838565909586,0.148459949669675,-0.0904439707588247,"</br> 6-Hydroxymelatoninglucuronide </br>pvalue:  0.812 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"376","6-Hydroxypentadecanedioicacid","value","PCR","RVT",14,29,-2.94615403082558,40.1708073042362,0.00533,0.51338,1.46397249655532,0.549888450168428,-2.27327279097343,"</br> 6-Hydroxypentadecanedioicacid </br>pvalue:  0.0053 </br> FDR:  0.5134",TRUE,FALSE,FALSE,FALSE
"377","6-Keto-prostaglandinF1a","value","PCR","RVT",14,29,-2.80222958557388,28.4303248179631,0.00904,0.51338,1.15284674275968,0.205200736618069,-2.04383156952464,"</br> 6-Keto-prostaglandinF1a </br>pvalue:  0.009 </br> FDR:  0.5134",TRUE,FALSE,FALSE,FALSE
"378","6-Methyladenine","value","PCR","RVT",14,29,-1.52739557965673,35.6825832052768,0.135,0.805403846153846,1.68782406223984,0.755164526223485,-0.869666231504994,"</br> 6-Methyladenine </br>pvalue:  0.135 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"379","6-O-Acetylaustroinulin","value","PCR","RVT",14,29,-0.14152808036034,20.9184169075039,0.889,0.99974,1.00119188634794,0.00171850459570951,-0.0510982390297863,"</br> 6-O-Acetylaustroinulin </br>pvalue:  0.889 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"380","6-Oxabicyclo[3.1.0]hexane-2-undecanoicacidmethylester","value","PCR","RVT",14,29,-0.0714325476851317,24.6142601452725,0.944,0.99974,1.00235520362277,0.0033938455551339,-0.025028005701931,"</br> 6-Oxabicyclo[3.1.0]hexane-2-undecanoicacidmethylester </br>pvalue:  0.944 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"381","6-Phosphogluconate","value","PCR","RVT",14,29,-0.294639572393396,36.1617634200728,0.77,0.99974,1.02080588403201,0.0297085500846716,-0.113509274827518,"</br> 6-Phosphogluconate </br>pvalue:  0.77 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"382","6-Phosphonoglucono-D-lactone","value","PCR","RVT",14,29,0.426372558425605,29.412805093272,0.673,0.99974,0.98832877935499,-0.0169370435219932,-0.171984935776023,"</br> 6-Phosphonoglucono-D-lactone </br>pvalue:  0.673 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"383","6-Thioguanosine-5-O-triphosphate","value","PCR","RVT",14,29,-0.244825884212625,33.4030732347799,0.808,0.99974,1.01191931781875,0.0170942658987792,-0.0925886392254138,"</br> 6-Thioguanosine-5-O-triphosphate </br>pvalue:  0.808 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"384","6-[(2,2-dimethyl-2H-chromen-5-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylicacid","value","PCR","RVT",14,29,0.0236766502790505,26.8870063544408,0.981,0.99974,1.00427747380922,0.00615792943033104,-0.0083309926200515,"</br> 6-[(2,2-dimethyl-2H-chromen-5-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylicacid </br>pvalue:  0.981 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"385","6-[(3,3-dimethyloxiran-2-yl)methyl]-5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one","value","PCR","RVT",14,29,0.158979775667359,22.1002461543905,0.875,0.99974,0.989036229124135,-0.0159047259551359,-0.0579919469776868,"</br> 6-[(3,3-dimethyloxiran-2-yl)methyl]-5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one </br>pvalue:  0.875 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"386","6-[2-(carboxymethyl)-3,5-dihydroxy-4-(3-methylbut-2-en-1-yl)phenoxy]-3,4,5-trihydroxyoxane-2-carboxylicacid","value","PCR","RVT",14,29,-0.694238594292367,22.6237010889075,0.495,0.99974,1.04129748645013,0.058382288535826,-0.305394801066431,"</br> 6-[2-(carboxymethyl)-3,5-dihydroxy-4-(3-methylbut-2-en-1-yl)phenoxy]-3,4,5-trihydroxyoxane-2-carboxylicacid </br>pvalue:  0.495 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"387","6alpha-Hydroxy-castasterone","value","PCR","RVT",14,29,0.0624954829034722,23.2622693809847,0.951,0.99974,0.992190631874631,-0.0113107593175423,-0.0218194830625861,"</br> 6alpha-Hydroxy-castasterone </br>pvalue:  0.951 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"388","7(14)-Bisabolene-2,3,10,11-tetrol","value","PCR","RVT",14,29,-2.54136988141265,38.4797813426981,0.0152,0.555005405405405,1.10028152035238,0.137872701979857,-1.81815641205523,"</br> 7(14)-Bisabolene-2,3,10,11-tetrol </br>pvalue:  0.0152 </br> FDR:  0.555",TRUE,FALSE,FALSE,FALSE
"389","7,11-Bisdeacetylvaltrate7-(3-methylpentanoate)11-(3-hydroxy-3-methylbutanoate)","value","PCR","RVT",14,29,-0.219442657189253,34.9640133724795,0.828,0.99974,1.02388522210322,0.0340539977759401,-0.0819696632151199,"</br> 7,11-Bisdeacetylvaltrate7-(3-methylpentanoate)11-(3-hydroxy-3-methylbutanoate) </br>pvalue:  0.828 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"390","7,8-Dihydroxycoumarin","value","PCR","RVT",14,29,0.0828352919569038,24.0681324795638,0.935,0.99974,0.996394676062627,-0.00521078189810076,-0.0291883891274822,"</br> 7,8-Dihydroxycoumarin </br>pvalue:  0.935 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"391","7-(4-Hydroxyphenyl)-1-phenyl-4-hepten-3-one","value","PCR","RVT",14,29,-0.674996568395041,35.0252109991292,0.504,0.99974,1.1337684253032,0.181125996731792,-0.297569463554475,"</br> 7-(4-Hydroxyphenyl)-1-phenyl-4-hepten-3-one </br>pvalue:  0.504 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"392","7-Hydroxygliclazide","value","PCR","RVT",14,29,-0.297916041931179,40.6941778669978,0.767,0.99974,1.26037266443292,0.333850369945138,-0.115204636051019,"</br> 7-Hydroxygliclazide </br>pvalue:  0.767 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"393","7-Methoxy-6-methyl-2H-1-benzopyran-2-one","value","PCR","RVT",14,29,0.235827956154777,22.9662210628404,0.816,0.99974,0.991470942866183,-0.0123576030153261,-0.0883098412461389,"</br> 7-Methoxy-6-methyl-2H-1-benzopyran-2-one </br>pvalue:  0.816 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"394","7-Methylguanosine5-phosphate","value","PCR","RVT",14,29,0.0537603331273469,40.328910218712,0.957,0.99974,1.01952741530352,0.0279005702447929,-0.0190880622231565,"</br> 7-Methylguanosine5-phosphate </br>pvalue:  0.957 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"395","7-Sulfocholicacid","value","PCR","RVT",14,29,1.91515966903581,14.8176525974757,0.075,0.709511188811189,0.907894063320798,-0.139404126928489,-1.1249387366083,"</br> 7-Sulfocholicacid </br>pvalue:  0.075 </br> FDR:  0.7095",FALSE,FALSE,FALSE,FALSE
"396","7-a,25-Dihydroxycholesterol","value","PCR","RVT",14,29,-0.019888451682978,25.7301579261721,0.984,0.99974,1.00157437539471,0.00226955747514056,-0.00700490156865849,"</br> 7-a,25-Dihydroxycholesterol </br>pvalue:  0.984 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"397","7C-aglycone","value","PCR","RVT",14,29,0.119111157893358,29.5905055901261,0.906,0.99974,1.00345538824124,0.00497647859012314,-0.0428718023231869,"</br> 7C-aglycone </br>pvalue:  0.906 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"398","7a,12a-Dihydroxy-3-oxo-4-cholenoicacid","value","PCR","RVT",14,29,0.102433122434869,22.7887758327255,0.919,0.99974,0.992690550360328,-0.0105840357817765,-0.0366844886138887,"</br> 7a,12a-Dihydroxy-3-oxo-4-cholenoicacid </br>pvalue:  0.919 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"399","8,11,14-Eicosatrienoicacid","value","PCR","RVT",14,29,0.582385550279634,20.8829703680997,0.567,0.99974,0.896377770471967,-0.157821223401297,-0.246416941107093,"</br> 8,11,14-Eicosatrienoicacid </br>pvalue:  0.567 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"400","8,8-Dimethoxy-2,6-dimethyl-2-octanol","value","PCR","RVT",14,29,0.665636472231046,30.644316463495,0.511,0.99974,0.975762320373343,-0.0353983210516685,-0.291579099865287,"</br> 8,8-Dimethoxy-2,6-dimethyl-2-octanol </br>pvalue:  0.511 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"401","8,8a-Deoxyoleandolide","value","PCR","RVT",14,29,-0.683521214313244,38.2299647573251,0.498,0.99974,1.03143229306017,0.0446491206211001,-0.302770657240282,"</br> 8,8a-Deoxyoleandolide </br>pvalue:  0.498 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"402","8-(1,2-dihydroxypropan-2-yl)-9-hydroxy-2H,8H,9H-furo[2,3-h]chromen-2-one","value","PCR","RVT",14,29,0.731367227964474,32.1060714302047,0.47,0.99974,0.973765819718385,-0.038353233619222,-0.327902142064283,"</br> 8-(1,2-dihydroxypropan-2-yl)-9-hydroxy-2H,8H,9H-furo[2,3-h]chromen-2-one </br>pvalue:  0.47 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"403","8-8-Dehydrodiferulicacid","value","PCR","RVT",14,29,0.541035916422553,22.1183324055686,0.594,0.99974,0.965089300809489,-0.0512656521188274,-0.226213555018806,"</br> 8-8-Dehydrodiferulicacid </br>pvalue:  0.594 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"404","8-Hydroxy-5,6-octadienoicacid","value","PCR","RVT",14,29,0.329977803909377,39.3344920802804,0.743,0.99974,0.99580344894419,-0.00606708273097778,-0.129011186239425,"</br> 8-Hydroxy-5,6-octadienoicacid </br>pvalue:  0.743 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"405","8-Hydroxy-7-methylguanine; 12-Tridecene-4,6,8,10-tetraynal","value","PCR","RVT",14,29,0.581956251847833,28.9610833932411,0.565,0.99974,0.951131244946935,-0.0722836650847085,-0.247951552180562,"</br> 8-Hydroxy-7-methylguanine; 12-Tridecene-4,6,8,10-tetraynal </br>pvalue:  0.565 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"406","8-iso-15-keto-PGE2","value","PCR","RVT",14,29,-0.0873759717304015,32.9332779659748,0.931,0.99974,1.00663263571609,0.00953727686213013,-0.0310503190186574,"</br> 8-iso-15-keto-PGE2 </br>pvalue:  0.931 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"407","9,10,13-Trihydroxystearicacid","value","PCR","RVT",14,29,-1.65950919308971,40.0732500413726,0.105,0.804166666666667,1.22768966729668,0.295945925501574,-0.978810700930062,"</br> 9,10,13-Trihydroxystearicacid </br>pvalue:  0.105 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
